Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201110,Criminal Damage,Criminal Damage To Other Building,12,Newham
201110,Theft and Handling,Other Theft,345,Newham
201110,Violence Against The Person,Offensive Weapon,17,Newham
201110,Robbery,Business Property,15,Newham
201110,Violence Against The Person,Common Assault,180,Newham
201110,Burglary,Burglary In A Dwelling,180,Newham
201110,Robbery,Personal Property,186,Newham
201110,Sexual Offences,Other Sexual,25,Newham
201110,Theft and Handling,Theft From Shops,115,Newham
201110,Theft and Handling,Theft From Motor Vehicle,305,Newham
201110,Drugs,Other Drugs,1,Newham
201110,Drugs,Drug Trafficking,2,Barking and Dagenham
201110,Burglary,Burglary In Other Buildings,65,Barking and Dagenham
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,35,Barking and Dagenham
201110,Fraud and Forgery,Counted Per Victim,54,Barking and Dagenham
201110,Robbery,Personal Property,63,Barking and Dagenham
201110,Theft and Handling,Other Theft,145,Barking and Dagenham
201110,Violence Against The Person,Other Violence,19,Barking and Dagenham
201110,Violence Against The Person,Wounding/GBH,11,Barking and Dagenham
201110,Other Notifiable Offences,Going Equipped,1,Barking and Dagenham
201110,Violence Against The Person,Harassment,75,Barking and Dagenham
201110,Criminal Damage,Other Criminal Damage,44,Barking and Dagenham
201110,Theft and Handling,Handling Stolen Goods,3,Barking and Dagenham
201110,Theft and Handling,Theft Person,25,Barking and Dagenham
201110,Theft and Handling,Motor Vehicle Interference and Tampering,4,Barking and Dagenham
201110,Criminal Damage,Criminal Damage To Dwelling,47,Barking and Dagenham
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,90,Barking and Dagenham
201110,Criminal Damage,Criminal Damage To Motor Vehicle,57,Barking and Dagenham
201110,Fraud and Forgery,Other Fraud and Forgery,21,Barking and Dagenham
201110,Violence Against The Person,Offensive Weapon,7,Barking and Dagenham
201110,Theft and Handling,Theft From Shops,59,Barking and Dagenham
201110,Criminal Damage,Criminal Damage To Other Building,12,Barking and Dagenham
201110,Drugs,Possession Of Drugs,52,Barking and Dagenham
201110,Violence Against The Person,Common Assault,90,Barking and Dagenham
201110,Other Notifiable Offences,Other Notifiable,21,Barking and Dagenham
201110,Robbery,Business Property,8,Barking and Dagenham
201110,Violence Against The Person,Assault With Injury,137,Barking and Dagenham
201110,Sexual Offences,Rape,9,Barking and Dagenham
201110,Sexual Offences,Other Sexual,15,Barking and Dagenham
201110,Theft and Handling,Theft From Motor Vehicle,122,Barking and Dagenham
201110,Violence Against The Person,Murder,1,Barking and Dagenham
201110,Burglary,Burglary In A Dwelling,136,Barking and Dagenham
201110,Drugs,Other Drugs,5,Lambeth
201110,Drugs,Possession Of Drugs,244,Lambeth
201110,Theft and Handling,Motor Vehicle Interference and Tampering,7,Lambeth
201110,Sexual Offences,Rape,14,Lambeth
201110,Robbery,Business Property,16,Lambeth
201110,Theft and Handling,Handling Stolen Goods,11,Lambeth
201110,Violence Against The Person,Wounding/GBH,47,Lambeth
201110,Criminal Damage,Criminal Damage To Other Building,28,Lambeth
201110,Sexual Offences,Other Sexual,36,Lambeth
201110,Theft and Handling,Theft Person,258,Lambeth
201110,Other Notifiable Offences,Other Notifiable,32,Lambeth
201110,Violence Against The Person,Assault With Injury,224,Lambeth
201110,Violence Against The Person,Common Assault,198,Lambeth
201110,Violence Against The Person,Other Violence,42,Lambeth
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,112,Lambeth
201110,Robbery,Personal Property,272,Lambeth
201110,Burglary,Burglary In A Dwelling,205,Lambeth
201110,Theft and Handling,Theft From Shops,60,Lambeth
201110,Drugs,Drug Trafficking,19,Lambeth
201110,Theft and Handling,Theft From Motor Vehicle,245,Lambeth
201110,Criminal Damage,Criminal Damage To Motor Vehicle,80,Lambeth
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,82,Lambeth
201110,Fraud and Forgery,Other Fraud and Forgery,32,Lambeth
201110,Violence Against The Person,Harassment,139,Lambeth
201110,Criminal Damage,Other Criminal Damage,62,Lambeth
201110,Other Notifiable Offences,Going Equipped,3,Lambeth
201110,Violence Against The Person,Offensive Weapon,28,Lambeth
201110,Criminal Damage,Criminal Damage To Dwelling,65,Lambeth
201110,Theft and Handling,Other Theft,421,Lambeth
201110,Fraud and Forgery,Counted Per Victim,39,Lambeth
201110,Burglary,Burglary In Other Buildings,91,Lambeth
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,180,Southwark
201110,Theft and Handling,Theft From Shops,112,Southwark
201110,Violence Against The Person,Offensive Weapon,7,Southwark
201110,Robbery,Personal Property,195,Southwark
201110,Robbery,Business Property,14,Southwark
201110,Drugs,Other Drugs,2,Southwark
201110,Violence Against The Person,Common Assault,158,Southwark
201110,Fraud and Forgery,Counted Per Victim,54,Southwark
201110,Sexual Offences,Rape,21,Southwark
201110,Theft and Handling,Theft From Motor Vehicle,227,Southwark
201110,Drugs,Possession Of Drugs,200,Southwark
201110,Criminal Damage,Criminal Damage To Other Building,31,Southwark
201110,Theft and Handling,Other Theft,546,Southwark
201110,Violence Against The Person,Wounding/GBH,37,Southwark
201110,Sexual Offences,Other Sexual,28,Southwark
201110,Theft and Handling,Handling Stolen Goods,6,Southwark
201110,Violence Against The Person,Assault With Injury,220,Southwark
201110,Other Notifiable Offences,Other Notifiable,55,Southwark
201110,Burglary,Burglary In Other Buildings,113,Southwark
201110,Theft and Handling,Theft Person,170,Southwark
201110,Theft and Handling,Motor Vehicle Interference and Tampering,7,Southwark
201110,Burglary,Burglary In A Dwelling,180,Southwark
201110,Criminal Damage,Criminal Damage To Dwelling,77,Southwark
201110,Fraud and Forgery,Other Fraud and Forgery,19,Southwark
201110,Violence Against The Person,Other Violence,28,Southwark
201110,Other Notifiable Offences,Going Equipped,1,Southwark
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,123,Southwark
201110,Violence Against The Person,Harassment,124,Southwark
201110,Criminal Damage,Criminal Damage To Motor Vehicle,113,Southwark
201110,Criminal Damage,Other Criminal Damage,51,Southwark
201110,Drugs,Drug Trafficking,16,Southwark
201110,Sexual Offences,Other Sexual,13,Islington
201110,Criminal Damage,Criminal Damage To Other Building,13,Islington
201110,Theft and Handling,Theft Person,310,Islington
201110,Other Notifiable Offences,Other Notifiable,30,Islington
201110,Burglary,Burglary In A Dwelling,154,Islington
201110,Violence Against The Person,Wounding/GBH,12,Islington
201110,Drugs,Possession Of Drugs,121,Islington
201110,Drugs,Other Drugs,1,Islington
201110,Theft and Handling,Motor Vehicle Interference and Tampering,17,Islington
201110,Criminal Damage,Criminal Damage To Dwelling,56,Islington
201110,Robbery,Business Property,8,Islington
201110,Violence Against The Person,Offensive Weapon,15,Islington
201110,Theft and Handling,Handling Stolen Goods,8,Islington
201110,Sexual Offences,Rape,10,Islington
201110,Criminal Damage,Other Criminal Damage,47,Islington
201110,Violence Against The Person,Assault With Injury,123,Islington
201110,Drugs,Drug Trafficking,12,Islington
201110,Theft and Handling,Theft From Motor Vehicle,162,Islington
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,66,Islington
201110,Fraud and Forgery,Other Fraud and Forgery,19,Islington
201110,Criminal Damage,Criminal Damage To Motor Vehicle,48,Islington
201110,Burglary,Burglary In Other Buildings,80,Islington
201110,Violence Against The Person,Other Violence,21,Islington
201110,Violence Against The Person,Common Assault,130,Islington
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,149,Islington
201110,Robbery,Personal Property,95,Islington
201110,Other Notifiable Offences,Going Equipped,5,Islington
201110,Theft and Handling,Other Theft,367,Islington
201110,Violence Against The Person,Harassment,128,Islington
201110,Theft and Handling,Theft From Shops,93,Islington
201110,Fraud and Forgery,Counted Per Victim,31,Islington
201110,Sexual Offences,Other Sexual,18,Lewisham
201110,Violence Against The Person,Harassment,192,Lewisham
201110,Criminal Damage,Criminal Damage To Other Building,23,Lewisham
201110,Robbery,Business Property,10,Lewisham
201110,Violence Against The Person,Other Violence,18,Lewisham
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,76,Lewisham
201110,Criminal Damage,Other Criminal Damage,46,Lewisham
201110,Theft and Handling,Motor Vehicle Interference and Tampering,8,Lewisham
201110,Robbery,Personal Property,135,Lewisham
201110,Criminal Damage,Criminal Damage To Dwelling,78,Lewisham
201110,Burglary,Burglary In Other Buildings,108,Lewisham
201110,Theft and Handling,Theft Person,71,Lewisham
201110,Criminal Damage,Criminal Damage To Motor Vehicle,87,Lewisham
201110,Fraud and Forgery,Other Fraud and Forgery,30,Lewisham
201110,Violence Against The Person,Assault With Injury,179,Lewisham
201110,Fraud and Forgery,Counted Per Victim,111,Lewisham
201110,Drugs,Drug Trafficking,19,Lewisham
201110,Violence Against The Person,Wounding/GBH,26,Lewisham
201110,Theft and Handling,Other Theft,261,Lewisham
201110,Drugs,Possession Of Drugs,179,Lewisham
201110,Violence Against The Person,Offensive Weapon,14,Lewisham
201110,Sexual Offences,Rape,16,Lewisham
201110,Drugs,Other Drugs,2,Lewisham
201110,Violence Against The Person,Common Assault,145,Lewisham
201110,Other Notifiable Offences,Other Notifiable,24,Lewisham
201110,Theft and Handling,Theft From Shops,104,Lewisham
201110,Theft and Handling,Theft From Motor Vehicle,137,Lewisham
201110,Theft and Handling,Handling Stolen Goods,6,Lewisham
201110,Burglary,Burglary In A Dwelling,165,Lewisham
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,71,Lewisham
201110,Theft and Handling,Handling Stolen Goods,4,Bromley
201110,Violence Against The Person,Other Violence,17,Bromley
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,54,Bromley
201110,Fraud and Forgery,Other Fraud and Forgery,17,Bromley
201110,Violence Against The Person,Assault With Injury,112,Bromley
201110,Violence Against The Person,Offensive Weapon,5,Bromley
201110,Sexual Offences,Other Sexual,16,Bromley
201110,Theft and Handling,Motor Vehicle Interference and Tampering,10,Bromley
201110,Criminal Damage,Criminal Damage To Motor Vehicle,112,Bromley
201110,Violence Against The Person,Common Assault,97,Bromley
201110,Robbery,Business Property,4,Bromley
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,35,Bromley
201110,Criminal Damage,Other Criminal Damage,43,Bromley
201110,Burglary,Burglary In A Dwelling,184,Bromley
201110,Theft and Handling,Theft From Shops,116,Bromley
201110,Theft and Handling,Other Theft,210,Bromley
201110,Other Notifiable Offences,Going Equipped,2,Bromley
201110,Drugs,Possession Of Drugs,82,Bromley
201110,Criminal Damage,Criminal Damage To Dwelling,46,Bromley
201110,Robbery,Personal Property,63,Bromley
201110,Fraud and Forgery,Counted Per Victim,119,Bromley
201110,Other Notifiable Offences,Other Notifiable,8,Bromley
201110,Violence Against The Person,Wounding/GBH,26,Bromley
201110,Theft and Handling,Theft Person,25,Bromley
201110,Violence Against The Person,Harassment,121,Bromley
201110,Criminal Damage,Criminal Damage To Other Building,17,Bromley
201110,Burglary,Burglary In Other Buildings,95,Bromley
201110,Theft and Handling,Theft From Motor Vehicle,144,Bromley
201110,Sexual Offences,Rape,9,Bromley
201110,Drugs,Drug Trafficking,17,Bromley
201110,Violence Against The Person,Common Assault,64,Harrow
201110,Criminal Damage,Other Criminal Damage,35,Harrow
201110,Theft and Handling,Handling Stolen Goods,2,Harrow
201110,Violence Against The Person,Other Violence,8,Harrow
201110,Violence Against The Person,Assault With Injury,74,Harrow
201110,Criminal Damage,Criminal Damage To Motor Vehicle,41,Harrow
201110,Theft and Handling,Motor Vehicle Interference and Tampering,2,Harrow
201110,Fraud and Forgery,Other Fraud and Forgery,29,Harrow
201110,Sexual Offences,Other Sexual,15,Harrow
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,27,Harrow
201110,Violence Against The Person,Offensive Weapon,2,Harrow
201110,Robbery,Business Property,2,Harrow
201110,Criminal Damage,Criminal Damage To Dwelling,24,Harrow
201110,Burglary,Burglary In A Dwelling,166,Harrow
201110,Drugs,Drug Trafficking,7,Harrow
201110,Drugs,Possession Of Drugs,47,Harrow
201110,Theft and Handling,Other Theft,131,Harrow
201110,Robbery,Personal Property,45,Harrow
201110,Criminal Damage,Criminal Damage To Other Building,13,Harrow
201110,Other Notifiable Offences,Other Notifiable,15,Harrow
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,24,Harrow
201110,Theft and Handling,Theft Person,25,Harrow
201110,Fraud and Forgery,Counted Per Victim,51,Harrow
201110,Violence Against The Person,Wounding/GBH,23,Harrow
201110,Theft and Handling,Theft From Shops,38,Harrow
201110,Sexual Offences,Rape,5,Harrow
201110,Theft and Handling,Theft From Motor Vehicle,128,Harrow
201110,Burglary,Burglary In Other Buildings,44,Harrow
201110,Violence Against The Person,Harassment,73,Harrow
201110,Drugs,Other Drugs,1,Brent
201110,Violence Against The Person,Assault With Injury,210,Brent
201110,Violence Against The Person,Common Assault,186,Brent
201110,Violence Against The Person,Offensive Weapon,24,Brent
201110,Fraud and Forgery,Counted Per Victim,89,Brent
201110,Sexual Offences,Rape,13,Brent
201110,Theft and Handling,Theft From Shops,95,Brent
201110,Theft and Handling,Theft From Motor Vehicle,251,Brent
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,41,Brent
201110,Other Notifiable Offences,Other Notifiable,30,Brent
201110,Criminal Damage,Other Criminal Damage,59,Brent
201110,Theft and Handling,Theft Person,95,Brent
201110,Criminal Damage,Criminal Damage To Dwelling,51,Brent
201110,Theft and Handling,Handling Stolen Goods,6,Brent
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,123,Brent
201110,Burglary,Burglary In Other Buildings,79,Brent
201110,Fraud and Forgery,Other Fraud and Forgery,36,Brent
201110,Robbery,Personal Property,151,Brent
201110,Theft and Handling,Motor Vehicle Interference and Tampering,13,Brent
201110,Drugs,Drug Trafficking,20,Brent
201110,Violence Against The Person,Wounding/GBH,53,Brent
201110,Drugs,Possession Of Drugs,347,Brent
201110,Burglary,Burglary In A Dwelling,261,Brent
201110,Violence Against The Person,Harassment,207,Brent
201110,Theft and Handling,Other Theft,247,Brent
201110,Violence Against The Person,Other Violence,19,Brent
201110,Other Notifiable Offences,Going Equipped,1,Brent
201110,Robbery,Business Property,3,Brent
201110,Criminal Damage,Criminal Damage To Other Building,24,Brent
201110,Criminal Damage,Criminal Damage To Motor Vehicle,84,Brent
201110,Sexual Offences,Other Sexual,15,Brent
201110,Drugs,Drug Trafficking,14,Greenwich
201110,Burglary,Burglary In Other Buildings,63,Greenwich
201110,Drugs,Other Drugs,1,Greenwich
201110,Violence Against The Person,Harassment,99,Greenwich
201110,Sexual Offences,Other Sexual,22,Greenwich
201110,Robbery,Personal Property,43,Greenwich
201110,Fraud and Forgery,Counted Per Victim,29,Greenwich
201110,Theft and Handling,Handling Stolen Goods,11,Greenwich
201110,Sexual Offences,Rape,6,Greenwich
201110,Theft and Handling,Theft From Motor Vehicle,137,Greenwich
201110,Drugs,Possession Of Drugs,76,Greenwich
201110,Theft and Handling,Theft From Shops,96,Greenwich
201110,Theft and Handling,Other Theft,216,Greenwich
201110,Violence Against The Person,Offensive Weapon,11,Greenwich
