Vote,,,,,,,,
Submission Details,,,,,,,,
Serial,SID,IP Address,Articulates a vision,Motivates others,Makes effective decisions,Willingness to confront tough issues,Impacts history,Node
72801,73008,178.240.45.35,5,5,5,5,5,node/88
72802,73009,178.240.45.35,5,5,5,5,5,node/88
72803,73010,78.166.181.7,5,5,5,5,5,node/88
72804,73011,88.255.40.18,5,5,5,5,5,node/88
72805,73012,5.47.7.151,5,5,5,5,5,node/113
72806,73013,81.213.157.221,5,5,5,5,5,node/88
72807,73014,88.255.40.18,5,5,5,5,5,node/105
72808,73015,81.213.157.221,5,5,5,5,5,node/88
72809,73016,195.174.138.55,5,5,5,5,5,node/88
72810,73017,5.47.7.151,5,5,5,5,5,node/88
72811,73018,95.8.203.183,5,5,5,5,5,node/88
72812,73019,85.108.138.229,5,4,5,5,5,node/88
72813,73020,78.186.17.60,1,1,1,1,1,node/88
72814,73021,195.174.138.55,5,5,5,5,5,node/88
72815,73022,80.43.253.63,5,5,5,5,5,node/88
72816,73023,31.200.20.133,5,5,5,5,5,node/88
72817,73024,87.251.0.35,5,5,5,5,5,node/88
72818,73025,195.87.18.218,5,5,5,5,5,node/88
72819,73026,85.108.119.223,5,5,5,5,5,node/88
72820,73027,193.255.130.55,5,5,5,5,5,node/88
72821,73028,85.97.169.10,5,5,5,5,5,node/88
72822,73029,94.201.237.100,5,5,5,5,5,node/88
72823,73030,193.255.130.55,5,5,5,5,5,node/88
72824,73031,88.235.51.99,5,5,5,5,5,node/88
72825,73032,212.15.22.17,5,5,5,5,5,node/88
72826,73033,58.182.201.61,5,5,5,5,5,node/88
72827,73034,88.235.51.99,5,5,5,5,5,node/88
72828,73035,195.174.138.55,5,5,5,5,5,node/88
72829,73036,88.240.119.5,5,5,5,5,5,node/88
72830,73037,88.235.51.99,5,5,5,5,5,node/88
72831,73038,78.188.46.42,5,5,5,5,5,node/88
72832,73039,178.240.240.226,5,5,5,5,5,node/88
72833,73040,85.108.250.141,5,5,5,5,5,node/88
72834,73041,178.245.143.27,5,5,5,5,5,node/88
72835,73042,88.253.89.248,5,5,5,5,5,node/88
72836,73043,176.43.7.153,5,5,5,5,5,node/88
72837,73044,88.235.249.246,5,5,5,5,5,node/88
72838,73045,212.253.93.208,5,5,5,5,5,node/88
72839,73046,95.70.231.76,1,1,1,1,1,node/88
72840,73047,46.197.0.240,5,5,5,5,5,node/88
72841,73048,88.240.119.5,5,5,5,5,5,node/85
72842,73049,37.140.208.1,5,5,5,5,5,node/88
72843,73050,94.78.85.162,5,5,5,5,5,node/88
72844,73051,46.197.0.240,5,5,5,5,5,node/88
72845,73052,213.143.251.40,5,5,5,5,5,node/85
72846,73053,213.143.251.40,5,5,5,5,5,node/88
72847,73054,37.154.143.131,5,5,5,5,5,node/88
72848,73055,176.237.196.106,5,5,5,5,5,node/88
72849,73056,212.252.57.172,4.5,5,5,5,5,node/88
72850,73057,95.15.203.29,5,5,5,5,5,node/88
72851,73058,95.70.231.76,5,5,5,5,5,node/88
72852,73059,78.178.122.166,5,5,5,5,5,node/88
72853,73060,37.140.208.1,5,5,5,5,5,node/88
72854,73061,5.47.8.1,5,5,5,5,5,node/88
72855,73062,194.27.60.238,5,5,5,5,5,node/88
72856,73063,81.213.44.142,5,5,5,5,5,node/88
72857,73064,78.168.26.96,5,5,5,5,5,node/88
72858,73065,194.27.60.238,5,5,5,5,5,node/60
72859,73066,94.121.172.188,5,5,5,5,5,node/88
72860,73067,78.168.26.96,5,5,5,5,5,node/88
72861,73068,37.140.208.1,1,1,1,1,1,node/88
72862,73069,194.39.218.10,5,5,5,5,5,node/88
72863,73070,88.240.30.195,5,5,5,5,5,node/88
72864,73071,79.228.163.229,5,5,5,5,5,node/88
72865,73072,46.19.138.138,5,5,5,5,5,node/85
72866,73073,37.140.208.1,5,5,5,5,5,node/88
72867,73074,88.255.168.162,5,5,5,5,5,node/88
72868,73075,66.249.81.222,5,5,5,5,5,node/88
72869,73076,37.140.208.1,5,5,5,5,5,node/88
72870,73078,213.143.224.130,5,5,5,4.5,4.5,node/88
72871,73079,46.196.83.21,5,5,5,5,5,node/88
72872,73080,78.101.207.80,5,5,5,5,5,node/88
72873,73081,193.140.187.27,5,5,5,5,4.5,node/88
72874,73082,213.143.224.130,5,5,5,5,5,node/88
72875,73083,176.240.16.61,5,5,5,5,5,node/88
72876,73084,212.174.145.126,5,5,5,5,5,node/88
72877,73085,195.174.203.144,5,5,5,5,5,node/88
72878,73086,195.175.56.98,5,5,5,5,5,node/88
72879,73087,195.174.218.24,5,5,5,5,5,node/88
72880,73088,176.238.30.241,5,5,5,5,5,node/88
72881,73089,195.174.203.144,5,5,5,5,5,node/88
72882,73090,176.219.144.135,5,5,5,5,5,node/88
72883,73091,151.250.126.14,5,5,5,5,5,node/88
72884,73092,46.196.83.21,5,5,5,5,5,node/85
72885,73093,95.9.140.248,5,5,5,5,5,node/88
72886,73094,213.127.176.46,5,5,5,5,5,node/88
72887,73095,88.240.34.183,5,5,5,5,5,node/88
72888,73096,212.98.215.230,4.5,5,5,5,4.5,node/88
72889,73097,176.240.16.61,5,5,5,5,5,node/88
72890,73098,178.233.242.205,1,1,1,1,1,node/88
72891,73099,88.255.40.18,5,5,5,5,5,node/88
72892,73100,88.250.216.26,5,5,5,5,5,node/88
72893,73101,88.242.105.121,5,5,5,5,5,node/88
72894,73102,94.100.61.3,5,5,5,5,5,node/88
72895,73103,83.66.63.1,5,5,5,5,5,node/88
72896,73104,83.66.63.1,5,5,5,5,5,node/88
72897,73105,88.251.98.39,5,5,5,5,5,node/88
72898,73106,178.233.242.205,5,5,5,5,5,node/88
72899,73107,94.123.232.38,5,5,5,5,5,node/88
72900,73108,78.162.244.177,5,5,5,5,5,node/88
72901,73109,78.187.213.228,5,5,5,5,5,node/85
72902,73110,5.47.64.82,5,5,5,5,5,node/88
72903,73111,94.123.232.38,5,5,5,5,5,node/88
72904,73112,78.187.213.228,5,5,5,5,5,node/88
72905,73113,78.184.139.224,5,5,5,5,5,node/88
72906,73114,92.45.25.122,5,5,5,5,5,node/88
72907,73115,88.251.98.39,5,5,5,5,5,node/88
72908,73116,212.252.56.54,5,5,5,5,5,node/88
72909,73117,78.184.139.224,5,5,5,5,5,node/88
72910,73118,212.174.145.126,5,5,5,5,5,node/88
72911,73119,85.111.41.61,5,5,5,5,5,node/88
72912,73120,212.156.45.238,5,5,4.5,5,5,node/88
72913,73121,94.100.61.3,5,5,5,5,5,node/88
72914,73122,217.131.118.9,5,5,5,5,5,node/88
72915,73123,176.41.250.36,5,5,5,5,5,node/88
72916,73124,81.213.140.201,5,5,5,5,5,node/88
72917,73125,85.97.132.65,5,5,5,5,5,node/88
72918,73126,88.252.77.232,5,5,5,5,5,node/88
72919,73127,78.147.153.199,5,5,5,5,5,node/88
72920,73128,78.187.99.228,5,5,5,5,5,node/88
72921,73129,85.105.48.176,5,5,5,5,5,node/88
72922,73130,85.115.32.180,5,5,5,5,5,node/88
72923,73131,82.222.57.50,5,5,5,5,5,node/88
72924,73132,78.171.176.140,5,5,5,5,5,node/88
72925,73133,160.75.76.62,5,5,5,5,5,node/88
72926,73134,88.236.17.84,1,1,1,1,1,node/88
72927,73135,176.41.178.182,5,5,5,5,5,node/88
72928,73136,78.182.134.166,1.5,2,2.5,4,5,node/69
72929,73137,160.75.76.62,5,5,5,5,5,node/88
72930,73138,81.213.74.230,5,5,5,5,5,node/88
72931,73139,88.255.219.22,5,5,5,5,5,node/88
72932,73140,78.182.134.166,5,4,2.5,3,5,node/114
72933,73141,88.244.110.9,5,5,5,5,5,node/88
72934,73142,5.46.128.122,5,5,5,5,5,node/88
72935,73143,95.0.164.141,5,5,5,5,5,node/88
72936,73144,207.244.77.139,1,1,1,1,1,node/88
72937,73145,5.46.128.122,5,5,5,5,5,node/88
72938,73146,5.46.128.122,5,5,5,5,5,node/88
72939,73147,24.133.169.146,5,5,5,5,5,node/88
72940,73148,78.182.134.166,5,5,5,5,5,node/88
72941,73149,5.46.128.122,5,5,5,5,5,node/88
72942,73150,88.244.110.9,5,5,5,5,5,node/88
72943,73151,78.174.230.236,5,5,5,5,5,node/88
72944,73152,217.248.166.110,5,5,5,5,5,node/88
72945,73153,88.235.142.140,5,5,5,5,5,node/88
72946,73154,85.101.223.254,5,5,5,5,5,node/88
72947,73155,24.133.169.146,5,5,5,5,5,node/88
72948,73156,188.58.101.21,5,5,5,5,5,node/88
72949,73157,85.115.32.180,5,5,5,5,5,node/88
72950,73158,95.13.37.77,5,5,5,5,5,node/88
72951,73159,217.169.193.30,5,5,5,5,5,node/88
72952,73160,212.156.59.74,5,5,5,5,5,node/88
72953,73161,85.101.223.254,5,5,5,5,5,node/88
72954,73162,194.27.9.10,5,5,5,4.5,5,node/113
72955,73163,46.196.96.220,5,5,5,5,5,node/88
72956,73164,212.156.62.54,5,5,5,5,5,node/88
72957,73165,78.179.122.129,5,5,5,5,5,node/88
72958,73166,5.47.191.106,5,5,5,5,5,node/88
72959,73167,194.27.9.10,5,5,5,5,5,node/85
72960,73168,88.246.64.122,5,5,5,5,5,node/88
72961,73169,94.123.72.87,5,5,5,5,5,node/88
72962,73170,178.233.176.104,5,5,5,5,5,node/88
72963,73171,188.57.247.64,5,5,5,5,5,node/88
72964,73172,88.245.62.81,5,5,5,5,5,node/88
72965,73173,78.165.177.0,5,5,5,5,5,node/88
72966,73174,46.196.246.79,5,5,5,5,5,node/88
72967,73175,85.99.243.55,5,5,5,5,5,node/88
72968,73176,78.165.177.0,5,5,5,5,5,node/88
72969,73177,88.244.25.53,5,5,5,5,5,node/88
72970,73178,94.78.85.162,5,5,5,5,5,node/88
72971,73179,78.165.177.0,5,5,5,5,5,node/88
72972,73180,94.78.85.162,5,5,5,5,5,node/88
72973,73181,95.7.77.237,5,5,5,5,5,node/88
72974,73182,88.238.212.88,5,5,5,5,5,node/88
72975,73183,88.253.16.201,5,5,5,5,5,node/88
72976,73184,88.244.81.46,5,5,5,5,5,node/88
72977,73185,94.54.88.178,5,5,5,5,5,node/88
72978,73186,84.72.199.18,5,5,5,5,5,node/88
72979,73187,5.47.79.231,5,5,5,5,5,node/88
72980,73188,5.47.74.76,5,5,5,5,5,node/88
72981,73189,85.103.14.151,5,5,5,5,5,node/88
72982,73190,176.237.55.232,1,1,1.5,1.5,1,node/88
72983,73191,78.173.22.14,5,5,5,5,5,node/88
72984,73192,85.96.183.140,5,5,5,5,5,node/88
72985,73193,85.103.14.151,5,5,5,5,5,node/88
72986,73194,85.96.183.140,5,5,5,5,5,node/88
72987,73195,58.164.123.164,5,5,5,5,5,node/88
72988,73196,212.156.62.54,5,5,5,5,5,node/88
72989,73197,88.249.119.95,5,5,5,5,5,node/86
72990,73198,213.248.191.174,5,5,5,5,5,node/88
72991,73199,88.249.119.95,5,5,5,5,5,node/27
72992,73200,78.186.245.2,5,5,5,5,5,node/88
72993,73201,176.40.211.157,5,5,5,5,5,node/88
72994,73202,88.244.246.37,5,5,5,5,5,node/88
72995,73203,213.248.191.174,5,5,5,5,5,node/88
72996,73204,88.244.246.37,5,5,5,5,5,node/88
72997,73205,176.40.211.157,5,5,5,5,5,node/88
72998,73206,109.228.209.230,5,5,5,5,5,node/88
72999,73207,176.33.207.184,5,5,5,5,5,node/88
73000,73208,212.175.32.132,5,5,5,5,5,node/99
73001,73209,78.173.28.245,5,5,5,5,5,node/88
73002,73210,78.173.28.245,5,5,5,5,5,node/88
73003,73211,78.173.28.245,5,5,5,5,5,node/88
73004,73212,109.228.209.77,5,5,5,5,5,node/88
73005,73213,213.248.191.174,5,5,5,5,5,node/88
73006,73214,176.33.207.184,5,5,5,5,5,node/88
73007,73215,78.188.205.174,5,5,5,5,5,node/88
73008,73216,88.250.131.17,5,5,5,5,5,node/88
73009,73217,109.228.209.77,5,5,5,5,5,node/88
73010,73218,78.188.205.174,5,5,5,5,5,node/88
73011,73219,195.142.87.170,5,5,5,5,5,node/85
73012,73220,88.247.109.169,5,5,5,5,5,node/88
73013,73221,88.238.234.52,5,5,5,5,5,node/88
73014,73222,88.247.109.169,5,5,5,5,5,node/88
73015,73223,88.238.234.52,5,5,5,5,5,node/88
73016,73224,78.173.28.245,5,5,5,5,5,node/88
73017,73225,88.232.53.218,4,5,4.5,4.5,5,node/88
73018,73226,88.249.119.95,5,5,5,5,5,node/53
73019,73227,88.238.234.52,5,5,5,5,5,node/88
73020,73228,88.238.234.52,5,5,5,5,5,node/88
73021,73229,78.173.28.245,5,5,5,5,5,node/88
73022,73230,212.252.206.35,5,5,5,5,5,node/88
73023,73231,88.244.21.35,5,5,5,5,5,node/88
73024,73232,88.238.234.52,5,5,5,5,5,node/88
73025,73233,176.43.145.149,5,5,5,5,5,node/88
73026,73234,212.252.206.35,5,5,5,5,5,node/88
73027,73235,37.24.156.229,5,5,5,5,5,node/88
73028,73236,95.10.172.132,5,5,5,5,5,node/88
73029,73237,78.178.244.89,5,5,5,5,5,node/88
73030,73238,212.252.206.35,5,5,5,5,5,node/88
73031,73239,85.105.202.153,5,5,5,5,5,node/88
73032,73240,88.244.21.35,5,5,5,5,5,node/88
73033,73241,85.105.202.153,5,5,5,5,5,node/88
73034,73242,85.105.202.153,5,5,5,5,5,node/88
73035,73243,85.105.202.153,5,5,5,5,5,node/88
73036,73244,85.105.202.153,5,5,5,5,5,node/88
73037,73245,212.156.62.54,5,5,5,5,5,node/85
73038,73246,195.87.212.125,5,5,5,5,5,node/88
73039,73247,66.249.81.222,5,5,5,5,5,node/88
73040,73248,178.240.200.16,5,5,5,5,5,node/88
73041,73249,194.27.9.10,5,4.5,5,5,5,node/105
73042,73250,88.246.121.192,5,5,5,5,5,node/88
73043,73251,212.156.62.62,5,5,5,5,5,node/88
73044,73252,94.121.174.239,1,1,1,1,1,node/88
73045,73253,46.1.55.142,5,5,5,5,5,node/88
73046,73254,193.255.227.228,5,5,5,5,5,node/88
73047,73255,94.123.232.38,5,5,5,5,5,node/88
73048,73256,94.54.92.186,5,5,5,5,5,node/88
73049,73257,188.58.28.44,5,5,5,5,5,node/88
73050,73258,91.216.170.50,5,5,5,5,5,node/88
73051,73259,5.18.66.106,5,5,5,5,5,node/88
73052,73260,188.58.28.44,5,5,5,5,5,node/88
73053,73261,78.185.246.136,5,5,5,5,5,node/88
73054,73262,78.185.246.136,5,5,5,5,5,node/88
73055,73263,88.251.98.39,5,5,5,5,5,node/88
73056,73264,176.40.224.149,5,5,5,5,5,node/88
73057,73265,176.40.224.149,5,5,5,5,5,node/88
73058,73266,176.33.66.99,5,5,5,5,5,node/88
73059,73267,88.252.255.23,5,5,5,5,5,node/88
73060,73268,31.140.104.31,5,5,5,5,5,node/88
73061,73269,78.189.138.104,5,5,5,5,5,node/88
73062,73270,195.174.45.2,5,5,5,5,5,node/88
73063,73271,46.197.233.97,5,5,5,3,5,node/88
73064,73272,78.182.134.166,4,5,4,4,4,node/38
73065,73273,62.244.218.242,5,5,5,5,5,node/88
73066,73274,176.219.168.76,5,5,5,5,5,node/88
73067,73275,85.98.160.148,5,5,5,5,5,node/88
73068,73276,85.107.47.124,5,5,5,5,5,node/88
73069,73277,78.182.134.166,4.5,4,3.5,4,4,node/46
73070,73278,213.74.152.133,5,5,5,5,5,node/88
73071,73279,85.107.47.124,5,5,5,5,5,node/88
73072,73280,85.108.93.2,5,5,5,5,5,node/88
73073,73281,176.219.168.76,5,5,5,5,5,node/88
73074,73282,81.214.139.114,5,5,5,5,5,node/29
73075,73283,178.240.229.135,5,5,5,5,5,node/88
73076,73284,178.233.51.123,5,5,5,5,5,node/88
73077,73285,62.244.218.242,5,5,5,5,5,node/88
73078,73286,5.46.124.221,5,5,5,5,5,node/88
73079,73287,212.156.62.54,5,5,5,5,5,node/88
73080,73288,78.181.72.219,5,4.5,4.5,4.5,5,node/88
73081,73289,188.57.222.158,5,5,5,5,5,node/88
73082,73290,88.249.119.95,5,5,5,5,5,node/88
73083,73291,82.150.82.130,5,5,5,5,5,node/85
73084,73292,78.186.51.112,5,5,5,5,5,node/88
73085,73293,194.39.218.10,5,5,5,5,5,node/88
73086,73294,78.179.23.64,5,5,5,5,5,node/88
73087,73295,178.240.229.135,5,5,5,5,5,node/88
73088,73296,92.44.142.253,5,5,5,5,5,node/88
73089,73297,95.7.165.2,5,5,5,5,5,node/88
73090,73298,188.57.33.60,5,5,5,5,5,node/88
73091,73299,82.150.82.130,5,5,5,5,5,node/88
73092,73300,199.115.114.204,1,1,1,1,1,node/88
73093,73301,178.240.229.135,5,5,5,5,5,node/88
73094,73302,78.179.23.64,5,5,5,5,5,node/88
73095,73303,151.250.229.105,5,5,5,5,5,node/88
73096,73304,46.216.67.78,5,5,5,5,5,node/85
73097,73305,62.244.218.242,5,5,5,5,5,node/88
73098,73306,82.222.145.55,5,5,5,5,5,node/88
73099,73307,82.222.145.55,5,5,5,5,5,node/88
73100,73308,178.240.177.43,5,5,5,5,5,node/88
73101,73309,193.200.32.115,5,5,5,5,5,node/88
73102,73310,62.244.218.242,5,4.5,5,5,5,node/88
73103,73311,92.45.246.101,5,5,5,5,5,node/88
73104,73312,193.200.32.115,5,5,5,5,5,node/88
73105,73313,62.244.218.242,5,5,5,5,5,node/88
73106,73314,88.249.177.112,5,5,5,5,5,node/88
73107,73315,62.244.218.242,5,5,4.5,5,5,node/88
73108,73316,188.58.112.126,5,5,5,5,5,node/88
73109,73317,5.47.46.254,5,5,5,5,5,node/88
73110,73318,212.156.62.62,5,5,5,5,5,node/105
73111,73319,62.244.218.242,5,5,5,5,5,node/88
73112,73320,95.9.180.135,5,5,5,5,5,node/88
73113,73321,193.34.132.100,5,5,5,5,5,node/88
73114,73322,62.244.218.242,5,5,5,5,5,node/88
73115,73323,78.189.150.210,5,5,5,5,5,node/88
73116,73324,95.8.165.83,5,5,5,5,5,node/88
73117,73325,85.96.85.155,5,5,5,5,5,node/88
73118,73326,62.244.218.242,4.5,5,5,5,5,node/88
73119,73327,62.244.218.242,5,4.5,5,4.5,5,node/88
73120,73328,62.29.47.143,5,5,5,5,5,node/88
73121,73329,88.236.172.111,5,5,5,5,5,node/88
73122,73330,62.244.218.242,5,5,5,5,5,node/88
73123,73331,62.29.47.143,5,5,5,5,5,node/88
73124,73332,92.44.102.200,5,5,5,5,5,node/88
73125,73333,46.1.150.198,5,5,5,5,5,node/88
73126,73334,41.251.112.217,5,5,5,5,5,node/88
73127,73335,160.75.180.15,5,5,5,5,5,node/88
73128,73336,202.138.248.239,5,5,5,5,5,node/88
73129,73337,88.255.207.151,5,5,5,5,5,node/88
73130,73338,88.255.172.39,5,5,5,5,5,node/88
73131,73339,62.29.76.106,5,5,5,5,5,node/88
73132,73340,37.155.43.7,5,5,5,5,5,node/88
73133,73341,212.252.57.110,5,5,5,5,5,node/88
73134,73342,88.236.217.78,5,5,5,5,5,node/88
73135,73343,46.1.39.53,5,5,5,5,5,node/88
73136,73344,178.240.223.224,5,5,5,5,5,node/88
73137,73345,62.29.76.106,5,5,5,5,5,node/88
73138,73346,85.101.210.46,5,5,5,5,5,node/88
73139,73347,176.219.163.19,5,5,5,5,5,node/88
73140,73348,202.136.215.130,5,5,5,5,5,node/88
73141,73350,176.219.145.27,5,5,5,5,5,node/88
73142,73351,202.136.215.130,5,5,5,5,5,node/88
73143,73352,88.236.217.78,5,5,5,5,5,node/85
73144,73353,95.6.87.146,5,5,5,5,5,node/88
73145,73354,95.6.87.146,5,5,5,5,5,node/88
73146,73355,81.213.167.171,5,5,5,5,5,node/88
73147,73356,195.175.54.66,5,5,5,5,5,node/88
73148,73357,81.214.40.127,5,5,5,5,5,node/88
73149,73358,95.5.118.216,5,5,5,5,5,node/88
73150,73359,217.31.240.101,5,5,5,5,5,node/88
73151,73360,155.223.173.28,5,5,5,5,5,node/88
73152,73361,94.54.113.246,5,5,5,5,5,node/88
73153,73362,95.5.118.216,5,5,5,5,5,node/88
73154,73363,95.5.118.216,5,5,5,5,5,node/88
73155,73364,78.179.93.240,5,5,5,5,5,node/88
73156,73365,88.233.140.14,5,5,5,5,5,node/88
73157,73366,81.214.196.23,5,5,5,5,5,node/88
73158,73367,85.100.173.5,5,5,5,5,5,node/88
73159,73368,81.214.196.23,5,5,5,5,5,node/88
73160,73369,78.181.145.144,5,5,5,5,5,node/88
73161,73370,78.176.120.142,5,5,5,5,5,node/88
73162,73371,82.222.231.17,5,5,5,5,5,node/88
73163,73372,212.156.38.14,5,5,5,5,5,node/88
73164,73373,85.96.86.59,5,5,5,5,5,node/88
73165,73374,85.108.174.201,5,5,5,5,5,node/88
73166,73375,85.99.169.222,5,5,5,5,4.5,node/88
73167,73376,78.177.55.182,5,5,5,5,5,node/88
73168,73377,85.96.215.136,5,5,5,5,5,node/88
73169,73378,78.180.168.54,5,5,5,5,5,node/88
73170,73379,176.219.171.178,5,5,5,4.5,5,node/88
73171,73380,176.219.171.178,5,5,5,4.5,5,node/88
73172,73381,78.177.55.182,5,5,5,5,5,node/88
73173,73382,78.188.152.132,5,5,5,5,5,node/88
73174,73383,85.108.174.201,5,5,5,5,5,node/88
73175,73384,176.219.171.178,5,5,5,5,5,node/88
73176,73385,176.219.171.178,5,5,5,5,5,node/88
73177,73386,81.215.76.200,5,5,5,5,5,node/88
73178,73387,92.45.227.183,5,5,5,5,5,node/88
73179,73388,213.153.142.56,5,5,5,5,5,node/88
73180,73389,5.46.33.41,5,5,5,5,5,node/85
73181,73390,123.231.254.123,5,5,5,5,5,node/88
73182,73391,217.131.83.237,5,5,5,5,5,node/88
73183,73392,31.209.109.72,4.5,4,5,3.5,3.5,node/27
73184,73393,78.176.120.142,5,5,5,5,5,node/88
73185,73394,176.43.206.115,5,5,5,5,5,node/88
73186,73395,31.209.109.72,4.5,4,4,4.5,4,node/69
73187,73396,176.43.206.115,5,5,4.5,5,5,node/88
73188,73397,78.182.193.72,5,5,5,5,5,node/88
73189,73398,196.207.202.122,5,5,5,5,5,node/88
73190,73399,85.109.184.71,5,5,5,5,5,node/88
73191,73400,94.54.73.193,5,5,5,5,5,node/88
73192,73401,176.43.206.115,5,5,4,5,5,node/88
73193,73402,194.27.138.2,5,5,5,3,5,node/88
73194,73403,85.109.184.71,5,5,5,5,5,node/88
73195,73404,78.161.165.67,5,5,5,5,5,node/88
73196,73405,78.184.192.119,5,5,5,5,5,node/88
73197,73406,188.58.45.241,5,5,5,5,5,node/88
73198,73407,31.209.109.72,5,4.5,4,4.5,5,node/38
73199,73408,196.207.202.122,1,1,1,1,1,node/25
73200,73409,81.215.194.39,5,5,5,5,5,node/88
73201,73410,88.255.40.18,5,5,5,5,5,node/88
73202,73411,88.244.27.192,5,5,5,5,5,node/88
73203,73412,88.244.27.192,5,5,5,5,5,node/88
73204,73413,176.240.115.39,5,5,5,5,5,node/88
73205,73414,196.207.202.122,1,1,1,1,1,node/21
73206,73415,85.108.217.190,5,5,5,5,5,node/88
73207,73416,85.108.217.190,5,5,5,5,5,node/88
73208,73417,88.224.241.172,5,5,5,5,5,node/88
73209,73418,85.96.147.225,5,5,5,5,5,node/88
73210,73419,69.73.118.108,2.5,4.5,5,4.5,4,node/67
73211,73420,178.233.184.28,5,5,5,5,5,node/88
73212,73421,78.188.152.132,5,5,5,5,5,node/88
73213,73422,196.207.202.122,5,5,5,5,5,node/85
73214,73423,99.247.2.201,5,5,5,5,5,node/88
73215,73424,212.156.62.54,5,5,5,5,5,node/88
73216,73425,5.47.44.118,5,5,5,5,5,node/88
73217,73426,24.133.61.92,5,5,5,5,5,node/88
73218,73427,178.233.184.28,5,5,5,5,5,node/88
73219,73428,78.161.102.19,5,5,5,5,5,node/88
73220,73429,24.133.61.92,5,5,5,5,5,node/88
73221,73430,88.224.110.66,5,5,5,5,5,node/88
73222,73431,88.234.53.202,5,5,5,5,5,node/88
73223,73432,176.219.145.237,5,5,5,5,5,node/88
73224,73433,78.161.102.19,5,5,5,5,5,node/88
73225,73434,78.186.26.167,5,5,5,5,5,node/88
73226,73435,88.250.178.35,5,5,5,5,5,node/88
73227,73436,92.46.20.213,5,5,5,5,5,node/88
73228,73437,212.252.168.236,5,5,5,5,5,node/88
73229,73438,31.223.24.180,5,5,5,5,5,node/88
73230,73439,88.250.178.35,5,5,5,5,5,node/113
73231,73440,212.156.62.54,5,5,5,5,5,node/88
73232,73441,78.186.26.167,5,5,5,5,5,node/85
73233,73442,212.156.62.54,5,5,5,5,5,node/88
73234,73443,95.8.147.90,5,5,5,5,5,node/88
73235,73444,88.250.178.35,5,5,5,5,5,node/105
73236,73445,195.175.73.206,5,5,5,5,5,node/88
73237,73446,85.102.5.150,5,5,5,5,5,node/88
73238,73447,188.57.44.87,5,5,5,5,5,node/88
73239,73448,195.175.73.206,5,5,5,5,5,node/88
73240,73449,212.156.62.54,5,5,5,5,5,node/88
73241,73450,78.162.145.145,5,5,5,5,5,node/88
73242,73451,212.156.62.54,5,5,5,5,5,node/85
73243,73452,78.188.152.132,5,5,5,5,5,node/88
73244,73453,78.188.152.132,5,5,5,5,5,node/88
73245,73454,212.175.166.246,5,5,5,5,5,node/88
73246,73455,37.154.139.98,5,5,5,5,5,node/88
73247,73456,5.46.99.218,5,5,5,5,5,node/88
73248,73457,81.214.226.217,5,5,5,5,5,node/88
73249,73458,94.121.173.178,5,5,5,5,5,node/88
73250,73459,88.240.28.202,5,5,5,5,5,node/88
73251,73460,88.246.227.109,5,5,5,5,5,node/88
73252,73461,81.214.226.217,5,5,5,5,5,node/88
73253,73462,5.46.99.218,5,5,5,5,5,node/88
73254,73463,85.96.29.106,5,5,5,5,5,node/88
73255,73464,188.57.65.82,5,5,5,5,5,node/88
73256,73465,85.104.70.206,5,5,5,5,5,node/88
73257,73466,37.140.208.1,5,5,5,5,5,node/88
73258,73467,94.121.173.178,5,5,5,5,5,node/88
73259,73468,31.210.187.121,5,5,5,5,5,node/88
73260,73469,88.251.100.43,5,5,5,5,5,node/88
73261,73470,213.153.196.162,5,5,5,5,5,node/88
73262,73472,88.240.28.202,5,5,5,5,5,node/88
73263,73473,5.46.84.254,5,5,5,4.5,5,node/88
73264,73474,31.210.187.121,5,5,5,5,5,node/88
73265,73475,88.242.155.94,5,5,5,5,5,node/88
73266,73476,5.46.84.254,5,5,5,5,5,node/88
73267,73477,88.229.121.21,5,5,5,5,5,node/88
73268,73478,78.169.160.31,5,5,5,5,5,node/88
73269,73479,2.75.227.68,5,5,5,5,5,node/88
73270,73480,88.235.158.243,5,5,5,5,5,node/88
73271,73481,212.253.249.173,5,5,5,5,5,node/88
73272,73482,176.219.147.207,5,5,5,5,5,node/88
73273,73483,95.5.71.154,5,5,5,5,5,node/88
73274,73484,212.156.62.54,5,5,5,5,5,node/88
73275,73485,95.5.71.154,5,5,5,5,5,node/88
73276,73486,81.214.44.138,5,5,5,5,5,node/88
73277,73487,37.154.33.143,5,5,5,5,5,node/88
73278,73488,188.57.39.135,5,5,5,5,5,node/88
73279,73489,78.174.226.144,5,5,5,5,5,node/88
73280,73490,5.46.154.255,5,5,5,5,5,node/88
73281,73491,95.5.71.154,5,5,5,5,5,node/85
73282,73492,46.196.36.244,5,5,5,5,5,node/88
73283,73493,5.46.154.255,5,5,5,5,5,node/88
73284,73494,85.107.117.179,5,5,5,5,5,node/88
73285,73495,41.178.115.118,5,5,5,5,5,node/88
73286,73496,37.140.208.1,5,5,5,5,5,node/88
73287,73497,160.75.34.141,5,5,5,5,5,node/88
73288,73498,188.57.119.160,5,5,5,5,5,node/88
73289,73499,78.174.226.144,5,5,5,5,5,node/88
73290,73500,188.57.119.160,5,5,5,5,5,node/88
73291,73501,5.47.39.91,5,5,5,5,5,node/88
73292,73502,37.140.208.1,5,5,5,5,5,node/88
73293,73503,95.14.234.1,5,5,5,5,5,node/85
73294,73504,178.240.138.107,5,5,5,5,5,node/88
